Order Date,Product ID,Order Quantity
20-11-2022,1698ZX,8.965213605
17-08-2022,1688ZX,4.275494286
01-11-2022,1681ZX,27.87657228
12-11-2022,1678ZX,0.485705843
07-11-2022,1672XX,8.391073651
29-08-2022,1584YX,2.26556031
08-02-2022,1582ZX,0.592932728
30-04-2022,1571XX,3.370946712
03-09-2022,1488ZX,1.814530287
03-02-2022,1468XX,5.562064653
15-06-2022,1434YX,2.067283613
25-04-2022,1420ZX,2.653100382
23-02-2022,1403ZX,0.828530425
30-05-2022,1390YX,5.234181346
16-07-2022,1374ZX,4.404899609
10-04-2022,1373YX,6.059880282
04-10-2022,1367ZX,0.823796205
12-02-2022,1326XX,6.60197758
19-02-2022,1325XX,9.128648785
02-04-2022,1321YX,1.067248859
01-09-2022,1317YX,5.642880186
28-06-2022,1315YX,7.439799765
09-04-2022,1308YX,3.600040305
22-05-2022,1296ZX,6.293814066
19-03-2022,1295ZX,0.190919579
30-09-2022,1283ZX,0.092067289
24-07-2022,1281YX,0.020965253
09-10-2022,1244XX,2636.552601
25-11-2022,1206YX,75.7295816
10-08-2022,1196XX,8.858951217
20-03-2022,3271ZX,0.387995964
11-09-2022,3264ZX,3.594445724
17-10-2022,3249ZX,1.23532262
06-06-2022,3239XX,9.002200873
24-08-2022,3205XX,0.19783891
26-05-2022,3180YX,0.964556165
21-02-2022,3178ZX,1.039623536
03-11-2022,3271ZX,0.065827469
17-06-2022,3264ZX,1.131483187
02-08-2022,3249ZX,8.706103905
30-09-2022,3239XX,8.732746774
17-05-2022,3205XX,0.502575921
30-03-2022,3180YX,8.580659572
18-06-2022,3178ZX,0.757938018
16-06-2022,3126YX,4.567357118
14-06-2022,3098XX,7.754700922
14-03-2022,3075YX,12.81732041
18-06-2022,3038YX,1.668826347
18-09-2022,3016YX,1.436747628
05-08-2022,3007ZX,0.227238899
16-09-2022,3006ZX,9.683271683
09-06-2022,2573ZX,2.030885578
26-02-2022,2565ZX,109.4869832
31-01-2022,2548ZX,4.119100868
23-02-2022,2539XX,0.115175848
25-11-2022,2528ZX,188.8816144
09-08-2022,2473ZX,4600.397187
27-09-2022,2458ZX,1991.195444
21-09-2022,2449ZX,7.870210463
06-11-2022,2422YX,1391.438096
27-05-2022,2418ZX,4831.516562
17-09-2022,2391ZX,17517.88018
21-07-2022,2371ZX,7356.433229
18-02-2022,2365XX,2.558569362
25-08-2022,2336YX,4.242949213
14-05-2022,2267ZX,1.394546813
07-03-2022,2143XX,1.740168371
27-09-2022,2117YX,28.09646391
09-06-2022,2096XX,1.099830756
31-07-2022,1947ZX,1.214226209
26-04-2022,1902YX,5.550826227
02-04-2022,1876XX,0.927053477
25-07-2022,1857XX,3.898294759
14-10-2022,1851ZX,8.350179986
13-06-2022,1842YX,1.475913983
22-02-2022,1830XX,5.635625941
05-03-2022,1827XX,8.970638672
05-11-2022,1826XX,4.304623756
20-07-2022,1819XX,0.137824812
31-01-2022,1811ZX,6.680534841
31-08-2022,1801XX,9.138343457
04-06-2022,1798XX,6.400018679
10-08-2022,1767ZX,1.777502841
04-04-2022,1766ZX,4.632703924
14-02-2022,1764XX,2.524133721
27-02-2022,1745YX,0.274528844
16-06-2022,1741YX,2.863899802
06-08-2022,1712XX,4.836056323
18-10-2022,1698ZX,8.318729597
15-07-2022,1688ZX,5.51863949
12-10-2022,1681ZX,43.57097398
26-08-2022,1678ZX,1.146653417
20-07-2022,1672XX,2.755439058
17-02-2022,1584YX,2.392425753
01-05-2022,1582ZX,0.642550973
15-09-2022,1571XX,1.22868976
17-07-2022,1488ZX,0.850833383
17-11-2022,1468XX,7.598789263
14-06-2022,1434YX,7.179348636
06-05-2022,1420ZX,3.036946967
12-04-2022,1403ZX,1.014492926
08-07-2022,1390YX,8.28422732
16-06-2022,1374ZX,2.631509281
21-03-2022,1373YX,6.726342073
24-03-2022,1367ZX,0.063946085
18-03-2022,1326XX,9.388223356
25-05-2022,1325XX,7.623766561
10-02-2022,1321YX,7.233696115
29-01-2022,1317YX,3.538785149
07-03-2022,1315YX,1.356128329
02-03-2022,1308YX,3.19048397
20-09-2022,1296ZX,7.478400376
11-11-2022,1295ZX,1.276993315
16-08-2022,1283ZX,0.25728718
14-11-2022,1281YX,1.344394979
23-09-2022,1244XX,2104.636778
24-08-2022,1206YX,84.23068566
18-08-2022,1196XX,8.940713426
19-08-2022,3271ZX,0.74302386
19-06-2022,3264ZX,7.194582972
22-07-2022,3249ZX,8.311941315
15-05-2022,3239XX,6.792740341
05-10-2022,3205XX,0.450622766
25-09-2022,3180YX,2.839385527
12-08-2022,3178ZX,1.001797257
05-02-2022,3271ZX,0.675600914
24-11-2022,3264ZX,0.218755285
15-06-2022,3249ZX,7.522394059
19-05-2022,3239XX,7.045101411
31-07-2022,3205XX,0.602885069
25-02-2022,3180YX,0.579260055
30-06-2022,3178ZX,0.485403078
08-07-2022,3126YX,9.963185441
09-02-2022,3098XX,2.648432341
06-07-2022,3075YX,15.84332053
14-07-2022,3038YX,1.335515859
19-06-2022,3016YX,1.315682301
12-06-2022,3007ZX,0.139482427
09-08-2022,3006ZX,3.70240727
17-07-2022,2573ZX,32.34185163
22-02-2022,2565ZX,84.93902603
27-03-2022,2548ZX,5.590896615
03-03-2022,2539XX,5.1443389
29-10-2022,2528ZX,398.2746096
23-06-2022,2473ZX,9262.973322
22-08-2022,2458ZX,650.5470239
17-05-2022,2449ZX,5.71531796
31-08-2022,2422YX,216.8739589
17-11-2022,2418ZX,4225.138774
08-03-2022,2391ZX,31438.37552
10-04-2022,2371ZX,2874.537147
03-06-2022,2365XX,2.550681745
04-10-2022,2336YX,217.9545541
04-05-2022,2267ZX,9.428997515
01-11-2022,2143XX,0.944570026
19-11-2022,2117YX,32.04235902
15-06-2022,2096XX,1.128108179
13-11-2022,1947ZX,6.990724036
05-03-2022,1902YX,1.939187828
25-08-2022,1876XX,2.044021191
11-07-2022,1857XX,8.53416628
07-10-2022,1851ZX,1.364180446
19-02-2022,1842YX,0.291207265
30-04-2022,1830XX,5.604743942
27-10-2022,1827XX,9.195785876
02-11-2022,1826XX,9.878945954
28-08-2022,1819XX,4.489466093
11-11-2022,1811ZX,5.831066925
18-11-2022,1801XX,3.959189891
25-07-2022,1798XX,1.744995849
08-08-2022,1767ZX,2.066009364
19-09-2022,1766ZX,9.773611262
24-07-2022,1764XX,1.519831089
28-04-2022,1745YX,2.341263965
23-02-2022,1741YX,0.940969862
23-10-2022,1712XX,0.565247001
26-06-2022,1698ZX,9.556732113
03-02-2022,1688ZX,0.95708692
25-03-2022,1681ZX,21.54778479
02-08-2022,1678ZX,2.43495442
13-10-2022,1672XX,7.825022382
17-08-2022,1584YX,1.367957286
13-11-2022,1582ZX,1.650398801
28-02-2022,1571XX,3.666617875
02-09-2022,1488ZX,6.915577558
24-04-2022,1468XX,4.508065023
14-10-2022,1434YX,5.994435019
25-04-2022,1420ZX,7.211939982
25-07-2022,1403ZX,1.159336292
03-08-2022,1390YX,1.20676383
01-02-2022,1374ZX,4.993494541
12-11-2022,1373YX,8.238449571
14-06-2022,1367ZX,1.193556758
16-11-2022,1326XX,8.29951313
25-06-2022,1325XX,9.300863583
16-11-2022,1321YX,9.586873307
19-06-2022,1317YX,3.20429061
04-08-2022,1315YX,0.540780381
09-07-2022,1308YX,0.52415894
21-08-2022,1296ZX,3.274915248
07-09-2022,1295ZX,0.332767333
09-05-2022,1283ZX,0.960439742
27-03-2022,1281YX,0.194888671
06-06-2022,1244XX,1732.393796
26-08-2022,1206YX,102.1255992
02-06-2022,1196XX,2.871104402
12-05-2022,3271ZX,0.805858763
30-05-2022,3264ZX,5.083525683
17-05-2022,3249ZX,7.471355085
02-05-2022,3239XX,1.736210234
07-09-2022,3205XX,0.576492602
18-06-2022,3180YX,7.196580566
25-07-2022,3178ZX,0.621330154
18-04-2022,3271ZX,0.575642479
07-11-2022,3264ZX,1.077007556
29-09-2022,3249ZX,1.021362897
03-06-2022,3239XX,2.525610794
12-10-2022,3205XX,0.771552382
01-06-2022,3180YX,3.987680252
15-11-2022,3178ZX,0.708602718
07-04-2022,3126YX,4.590544326
24-02-2022,3098XX,5.682238391
24-05-2022,3075YX,11.911698
15-02-2022,3038YX,1.615712081
13-02-2022,3016YX,0.936566535
04-05-2022,3007ZX,1.140000009
24-09-2022,3006ZX,7.679687253
04-08-2022,2573ZX,9.808717387
01-10-2022,2565ZX,25.99428519
14-02-2022,2548ZX,8.285872094
23-07-2022,2539XX,9.174902268
24-02-2022,2528ZX,1100.507792
22-08-2022,2473ZX,12036.69782
25-02-2022,2458ZX,833.1228743
20-08-2022,2449ZX,6.402999276
01-04-2022,2422YX,1084.926727
21-11-2022,2418ZX,15964.3073
28-04-2022,2391ZX,21798.31629
27-03-2022,2371ZX,11675.91076
28-10-2022,2365XX,2.101075941
29-10-2022,2336YX,96.65991282
23-03-2022,2267ZX,5.350005073
03-03-2022,2143XX,6.277460816
16-05-2022,2117YX,65.71484523
07-04-2022,2096XX,6.708791749
02-03-2022,1947ZX,8.716976441
17-06-2022,1902YX,4.413101233
14-07-2022,1876XX,0.902612046
20-09-2022,1857XX,0.120836388
16-10-2022,1851ZX,7.999198729
14-07-2022,1842YX,1.703542302
18-06-2022,1830XX,7.773610918
16-03-2022,1827XX,9.114346637
16-04-2022,1826XX,9.251223643
13-11-2022,1819XX,7.945598111
10-04-2022,1811ZX,9.915295583
14-02-2022,1801XX,12.613993
20-09-2022,1798XX,0.078904227
08-07-2022,1767ZX,6.845470199
08-02-2022,1766ZX,4.677879827
19-02-2022,1764XX,8.643460086
13-09-2022,1745YX,2.415241684
04-04-2022,1741YX,0.611194841
16-06-2022,1712XX,1.513656853
23-10-2022,1698ZX,6.844638336
12-11-2022,1688ZX,2.981131756
04-08-2022,1681ZX,30.37954967
08-06-2022,1678ZX,9.076994943
24-03-2022,1672XX,3.403008605
29-08-2022,1584YX,0.066397454
27-06-2022,1582ZX,2.101118804
18-05-2022,1571XX,4.565872978
06-02-2022,1488ZX,0.781913971
26-02-2022,1468XX,1.167533589
19-05-2022,1434YX,4.285152803
14-07-2022,1420ZX,9.495427012
21-08-2022,1403ZX,1.145149013
23-06-2022,1390YX,2.700938426
04-07-2022,1374ZX,3.031097722
27-04-2022,1373YX,5.155096816
22-08-2022,1367ZX,0.92808788
25-03-2022,1326XX,6.88013327
21-10-2022,1325XX,1.852612287
16-10-2022,1321YX,7.475299811
25-03-2022,1317YX,8.145490899
14-07-2022,1315YX,5.008961622
06-10-2022,1308YX,8.4723709
19-02-2022,1296ZX,7.545794889
05-04-2022,1295ZX,1.113982012
27-04-2022,1283ZX,0.778174342
17-09-2022,1281YX,1.399098793
01-11-2022,1244XX,4127.168461
19-03-2022,1206YX,102.259436
21-11-2022,1196XX,3.064501084
19-08-2022,3271ZX,0.990068429
31-05-2022,3264ZX,1.787864087
18-03-2022,3249ZX,2.689039484
17-06-2022,3239XX,4.468482239
04-03-2022,3205XX,0.815088789
11-03-2022,3180YX,2.830498125
30-01-2022,3178ZX,0.452748565
11-08-2022,3271ZX,0.28840803
25-06-2022,3264ZX,4.393114744
22-06-2022,3249ZX,0.177688326
14-11-2022,3239XX,0.786473325
28-05-2022,3205XX,0.78476904
04-02-2022,3180YX,8.770580456
19-05-2022,3178ZX,0.771999175
21-06-2022,3126YX,6.531605393
18-03-2022,3098XX,4.730865885
15-08-2022,3075YX,0.751386074
05-02-2022,3038YX,0.499434418
16-11-2022,3016YX,1.284020953
08-03-2022,3007ZX,1.824714641
01-10-2022,3006ZX,5.588870755
22-11-2022,2573ZX,42.80131524
16-06-2022,2565ZX,100.6099832
10-11-2022,2548ZX,0.731389074
06-11-2022,2539XX,9.195962364
24-10-2022,2528ZX,1718.457309
21-02-2022,2473ZX,14360.80261
18-04-2022,2458ZX,904.4479598
06-09-2022,2449ZX,7.221200591
30-07-2022,2422YX,508.1974529
04-11-2022,2418ZX,12720.1283
22-03-2022,2391ZX,275.2208498
12-05-2022,2371ZX,8859.707169
16-06-2022,2365XX,1.6424702
28-09-2022,2336YX,314.891368
03-09-2022,2267ZX,1.085035622
29-04-2022,2143XX,2.798533666
23-06-2022,2117YX,60.50038292
29-05-2022,2096XX,7.998439923
22-08-2022,1947ZX,2.72370649
25-06-2022,1902YX,7.611690911
24-02-2022,1876XX,1.589100763
19-04-2022,1857XX,0.801716038
29-05-2022,1851ZX,8.905265835
08-11-2022,1842YX,0.282668144
22-09-2022,1830XX,2.538862843
16-10-2022,1827XX,9.509571721
24-11-2022,1826XX,2.043256986
04-11-2022,1819XX,4.874674195
17-03-2022,1811ZX,7.220027735
29-10-2022,1801XX,2.972428847
16-07-2022,1798XX,0.305107506
08-11-2022,1767ZX,8.306726676
05-05-2022,1766ZX,6.961020312
06-11-2022,1764XX,7.195547875
25-05-2022,1745YX,4.561309708
01-10-2022,1741YX,3.435613375
18-05-2022,1712XX,0.491454797
10-11-2022,1698ZX,6.763977561
16-02-2022,1688ZX,2.79696567
11-11-2022,1681ZX,1.120301896
25-07-2022,1678ZX,6.476605552
30-06-2022,1672XX,2.366543668
29-07-2022,1584YX,2.030540394
15-09-2022,1582ZX,0.627342985
13-04-2022,1571XX,0.450628387
09-11-2022,1488ZX,2.370408866
14-03-2022,1468XX,3.375166004
27-03-2022,1434YX,7.18307787
08-08-2022,1420ZX,2.883638566
17-10-2022,1403ZX,1.720134205
25-09-2022,1390YX,3.086963655
16-08-2022,1374ZX,5.944758152
01-06-2022,1373YX,0.305745562
03-04-2022,1367ZX,0.314859033
27-09-2022,1326XX,3.789441896
30-10-2022,1325XX,2.47802497
23-10-2022,1321YX,1.349212766
07-11-2022,1317YX,4.920488411
17-09-2022,1315YX,8.004978809
10-10-2022,1308YX,6.928945309
28-02-2022,1296ZX,7.96046002
06-03-2022,1295ZX,0.69620366
23-05-2022,1283ZX,0.05052669
07-02-2022,1281YX,1.079123605
05-06-2022,1244XX,601.1675135
01-04-2022,1206YX,34.43521409
19-02-2022,1196XX,6.293901415
26-06-2022,3271ZX,0.40144565
07-05-2022,3264ZX,7.503262505
05-10-2022,3249ZX,6.176370982
28-03-2022,3239XX,5.874965222
17-02-2022,3205XX,0.536311248
15-05-2022,3180YX,9.260495143
27-09-2022,3178ZX,0.917275731
16-10-2022,3271ZX,0.430143496
04-07-2022,3264ZX,5.921391701
27-08-2022,3249ZX,9.064976204
01-09-2022,3239XX,7.326521417
13-08-2022,3205XX,0.284671541
16-10-2022,3180YX,2.052454916
07-11-2022,3178ZX,0.179701154
11-08-2022,3126YX,5.461785746
18-03-2022,3098XX,1.614757511
20-02-2022,3075YX,2.544483239
05-05-2022,3038YX,0.758643818
20-04-2022,3016YX,1.913322325
28-07-2022,3007ZX,2.61594233
30-08-2022,3006ZX,6.084289253
23-11-2022,2573ZX,0.184927256
28-04-2022,2565ZX,161.6526391
09-09-2022,2548ZX,9.510252895
31-10-2022,2539XX,1.199909419
15-08-2022,2528ZX,682.3140994
02-06-2022,2473ZX,7012.446909
28-10-2022,2458ZX,1808.680059
04-11-2022,2449ZX,0.844784112
31-08-2022,2422YX,251.131024
15-03-2022,2418ZX,9315.524133
14-11-2022,2391ZX,10049.78326
24-03-2022,2371ZX,7346.906792
30-05-2022,2365XX,3.819715277
22-11-2022,2336YX,127.1768185
25-05-2022,2267ZX,8.889562177
20-05-2022,2143XX,9.327057056
06-08-2022,2117YX,61.43119608
26-09-2022,2096XX,9.218852274
24-02-2022,1947ZX,6.416674487
16-03-2022,1902YX,6.51945339
10-06-2022,1876XX,1.51447747
17-07-2022,1857XX,4.516233235
25-03-2022,1851ZX,2.513487798
24-04-2022,1842YX,0.380809866
23-10-2022,1830XX,6.69475281
29-10-2022,1827XX,9.878201108
17-06-2022,1826XX,5.004919961
23-05-2022,1819XX,5.992630437
09-11-2022,1811ZX,4.855874432
05-02-2022,1801XX,1.983870047
09-04-2022,1798XX,3.946102398
16-05-2022,1767ZX,4.136614459
18-06-2022,1766ZX,0.03892033
21-07-2022,1764XX,4.524344131
02-10-2022,1745YX,4.851653212
17-03-2022,1741YX,3.299648308
04-05-2022,1712XX,7.69027367
12-10-2022,1698ZX,9.431359835
28-08-2022,1688ZX,5.707949772
17-05-2022,1681ZX,38.99038595
26-06-2022,1678ZX,0.057230864
08-11-2022,1672XX,7.758690324
06-04-2022,1584YX,0.791975313
06-07-2022,1582ZX,1.35500883
21-07-2022,1571XX,1.005485349
13-03-2022,1488ZX,2.237651976
23-05-2022,1468XX,3.997581747
08-07-2022,1434YX,1.392443124
04-02-2022,1420ZX,8.64435035
13-08-2022,1403ZX,1.068581772
03-05-2022,1390YX,0.66722993
12-07-2022,1374ZX,1.135697919
28-05-2022,1373YX,7.123738764
17-06-2022,1367ZX,0.347062111
17-11-2022,1326XX,1.732237168
21-10-2022,1325XX,7.732735458
30-06-2022,1321YX,8.872249629
02-11-2022,1317YX,5.906650873
21-02-2022,1315YX,5.588880383
25-09-2022,1308YX,0.795356808
24-10-2022,1296ZX,4.526701821
04-06-2022,1295ZX,0.711261335
29-04-2022,1283ZX,0.111697795
11-05-2022,1281YX,0.56939446
25-02-2022,1244XX,3286.121781
22-08-2022,1206YX,0.841252135
14-10-2022,1196XX,0.587068979
08-04-2022,3271ZX,0.342927991
08-07-2022,3264ZX,8.878989258
02-03-2022,3249ZX,2.724855109
24-05-2022,3239XX,9.580317972
05-11-2022,3205XX,0.461745729
24-10-2022,3180YX,1.40389149
18-10-2022,3178ZX,0.575592196
04-02-2022,3271ZX,0.060286977
26-08-2022,3264ZX,4.864746211
11-08-2022,3249ZX,9.509850524
14-08-2022,3239XX,6.428220731
27-03-2022,3205XX,0.847436477
26-07-2022,3180YX,9.161268973
14-10-2022,3178ZX,0.669443642
10-04-2022,3126YX,7.393003523
28-09-2022,3098XX,9.214443309
12-05-2022,3075YX,6.848919283
19-05-2022,3038YX,1.700076105
28-09-2022,3016YX,2.154792352
30-08-2022,3007ZX,2.653765808
02-09-2022,3006ZX,5.717120529
09-06-2022,2573ZX,17.03476843
29-03-2022,2565ZX,144.3868098
08-08-2022,2548ZX,4.45578561
05-04-2022,2539XX,3.44598711
20-04-2022,2528ZX,427.8631834
31-03-2022,2473ZX,8247.295089
12-02-2022,2458ZX,4064.634337
20-04-2022,2449ZX,6.134142557
05-11-2022,2422YX,1631.741153
05-07-2022,2418ZX,1576.810134
27-09-2022,2391ZX,2640.304391
27-03-2022,2371ZX,8773.473245
15-06-2022,2365XX,0.289673119
28-09-2022,2336YX,62.85917372
23-03-2022,2267ZX,2.050556374
12-11-2022,2143XX,9.907343428
06-04-2022,2117YX,17.04810296
23-04-2022,2096XX,3.782043007
24-11-2022,1947ZX,3.467356504
24-02-2022,1902YX,2.93038453
23-10-2022,1876XX,1.425755639
16-07-2022,1857XX,0.595560098
11-03-2022,1851ZX,2.477860137
01-04-2022,1842YX,0.072508075
13-02-2022,1830XX,1.237887777
10-09-2022,1827XX,5.731748821
27-07-2022,1826XX,8.241935918
11-05-2022,1819XX,2.54133228
02-06-2022,1811ZX,5.579905977
23-05-2022,1801XX,12.16340137
07-11-2022,1798XX,1.712667657
27-04-2022,1767ZX,7.714808958
12-04-2022,1766ZX,6.359414169
11-11-2022,1764XX,8.257418668
14-02-2022,1745YX,4.37298802
17-10-2022,1741YX,1.573415329
12-06-2022,1712XX,0.024272163
15-03-2022,1698ZX,5.347599333
02-07-2022,1688ZX,2.569637361
08-05-2022,1681ZX,13.4223796
27-09-2022,1678ZX,8.094239666
01-10-2022,1672XX,3.036309258
23-06-2022,1584YX,2.264865654
15-09-2022,1582ZX,1.944141723
31-03-2022,1571XX,5.997693324
24-11-2022,1488ZX,6.381946188
03-04-2022,1468XX,3.417299742
18-09-2022,1434YX,0.382599997
07-07-2022,1420ZX,2.354639393
14-09-2022,1403ZX,0.291866425
13-02-2022,1390YX,4.804643972
25-07-2022,1374ZX,8.319013746
24-04-2022,1373YX,5.010222566
02-07-2022,1367ZX,0.802120458
17-09-2022,1326XX,5.627252904
22-08-2022,1325XX,6.829773124
05-09-2022,1321YX,8.76004004
16-02-2022,1317YX,5.306937296
03-07-2022,1315YX,4.106177605
05-06-2022,1308YX,5.998280298
17-06-2022,1296ZX,7.320809547
27-09-2022,1295ZX,1.17027958
24-05-2022,1283ZX,0.277792042
21-07-2022,1281YX,0.388060981
09-10-2022,1244XX,1414.494337
22-05-2022,1206YX,8.332720365
28-10-2022,1196XX,7.732558513
21-08-2022,3271ZX,0.239044328
05-04-2022,3264ZX,9.758256024
14-11-2022,3249ZX,3.140092392
03-03-2022,3239XX,9.900256621
25-06-2022,3205XX,0.751816356
08-06-2022,3180YX,6.642723742
31-10-2022,3178ZX,0.163502257
05-03-2022,3271ZX,0.442087251
25-11-2022,3264ZX,9.843158891
17-02-2022,3249ZX,2.036992131
28-10-2022,3239XX,4.263645517
06-09-2022,3205XX,0.642934904
19-03-2022,3180YX,0.388788746
26-08-2022,3178ZX,0.500284127
18-05-2022,3126YX,8.01735162
14-07-2022,3098XX,0.365156841
15-11-2022,3075YX,21.07973711
18-05-2022,3038YX,0.536864462
11-05-2022,3016YX,1.382527311
18-11-2022,3007ZX,1.599902301
21-11-2022,3006ZX,4.292571646
26-09-2022,2573ZX,6.450306399
22-02-2022,2565ZX,28.26978516
01-03-2022,2548ZX,9.873302571
05-07-2022,2539XX,9.781090135
16-09-2022,2528ZX,350.1920857
24-06-2022,2473ZX,8894.987272
22-05-2022,2458ZX,1701.997025
12-08-2022,2449ZX,0.964157922
29-08-2022,2422YX,2085.570977
18-08-2022,2418ZX,2503.989946
19-05-2022,2391ZX,10160.85424
17-07-2022,2371ZX,6735.691085
24-07-2022,2365XX,4.318506443
13-03-2022,2336YX,316.8922226
23-11-2022,2267ZX,2.022236249
21-10-2022,2143XX,7.498753011
20-11-2022,2117YX,59.25782298
16-06-2022,2096XX,1.571319578
03-04-2022,1947ZX,7.278512044
28-02-2022,1902YX,5.294595273
29-05-2022,1876XX,0.544884204
08-04-2022,1857XX,8.746803041
15-05-2022,1851ZX,5.347173919
21-11-2022,1842YX,0.417362021
18-06-2022,1830XX,3.327975496
07-05-2022,1827XX,5.612640858
24-11-2022,1826XX,1.325879073
10-06-2022,1819XX,9.973368804
02-03-2022,1811ZX,9.025554875
25-08-2022,1801XX,1.519936005
04-03-2022,1798XX,3.16730996
04-09-2022,1767ZX,2.810001727
06-02-2022,1766ZX,3.531466046
07-05-2022,1764XX,5.032801319
04-05-2022,1745YX,4.50270518
08-04-2022,1741YX,0.837995245
07-05-2022,1712XX,4.989578275
18-02-2022,1698ZX,0.519530675
19-05-2022,1688ZX,7.618731068
10-06-2022,1681ZX,25.24179132
20-04-2022,1678ZX,0.660355016
08-08-2022,1672XX,7.764568305
26-06-2022,1584YX,0.327958269
15-02-2022,1582ZX,0.6276348
28-04-2022,1571XX,4.783010129
19-02-2022,1488ZX,2.366873591
01-09-2022,1468XX,5.363509738
07-05-2022,1434YX,2.856514474
16-10-2022,1420ZX,0.628204187
11-07-2022,1403ZX,1.705484198
08-09-2022,1390YX,7.537496729
10-03-2022,1374ZX,8.889519693
22-09-2022,1373YX,9.680119401
30-09-2022,1367ZX,0.511744828
17-08-2022,1326XX,9.846438929
02-10-2022,1325XX,7.562587734
16-09-2022,1321YX,1.796179585
05-07-2022,1317YX,0.18754761
31-05-2022,1315YX,0.450077668
18-04-2022,1308YX,7.772941357
02-02-2022,1296ZX,2.447440607
30-10-2022,1295ZX,0.374642734
09-05-2022,1283ZX,0.921869894
17-05-2022,1281YX,0.210724451
11-06-2022,1244XX,5635.385486
12-10-2022,1206YX,87.82668178
03-09-2022,1196XX,5.784526088
25-10-2022,3271ZX,1.065917261
01-03-2022,3264ZX,5.463704117
18-07-2022,3249ZX,9.694868925
24-09-2022,3239XX,8.842897202
03-11-2022,3205XX,0.121472965
26-08-2022,3180YX,2.785982013
11-02-2022,3178ZX,0.831759667
03-04-2022,3271ZX,0.73992893
14-11-2022,3264ZX,9.761567558
11-02-2022,3249ZX,4.877908491
13-11-2022,3239XX,8.682534633
01-11-2022,3205XX,0.44498133
06-11-2022,3180YX,5.982874901
29-03-2022,3178ZX,1.180991807
29-04-2022,3126YX,5.920164525
19-04-2022,3098XX,9.222234431
26-02-2022,3075YX,15.33658803
07-06-2022,3038YX,0.797759291
19-11-2022,3016YX,0.895417286
09-07-2022,3007ZX,0.98811923
17-07-2022,3006ZX,2.330801778
18-06-2022,2573ZX,45.30042636
09-07-2022,2565ZX,138.5587249
09-11-2022,2548ZX,1.515725517
30-08-2022,2539XX,1.19126244
06-02-2022,2528ZX,514.9765278
27-05-2022,2473ZX,8756.84131
14-07-2022,2458ZX,2907.226294
19-03-2022,2449ZX,3.1836996
20-03-2022,2422YX,547.6460365
01-06-2022,2418ZX,12427.37124
19-10-2022,2391ZX,18217.72121
28-08-2022,2371ZX,5954.107149
08-02-2022,2365XX,4.538986087
07-06-2022,2336YX,154.6322178
08-11-2022,2267ZX,1.433958483
14-06-2022,2143XX,1.794880705
12-11-2022,2117YX,39.64516397
18-11-2022,2096XX,7.479928174
17-06-2022,1947ZX,8.557467632
04-04-2022,1902YX,9.387578479
19-08-2022,1876XX,0.843299044
15-02-2022,1857XX,7.964876797
02-05-2022,1851ZX,2.570799011
07-07-2022,1842YX,1.759865935
01-02-2022,1830XX,1.25780303
01-07-2022,1827XX,8.758930316
26-07-2022,1826XX,4.929186721
23-09-2022,1819XX,1.613616984
16-09-2022,1811ZX,3.696733151
05-02-2022,1801XX,3.469189123
24-08-2022,1798XX,0.398240787
28-02-2022,1767ZX,7.722491382
23-08-2022,1766ZX,1.035613843
03-06-2022,1764XX,8.218733868
26-10-2022,1745YX,0.675248456
01-07-2022,1741YX,3.259364207
11-05-2022,1712XX,5.156714377
28-10-2022,1698ZX,9.339027283
10-11-2022,1688ZX,9.861495488
07-05-2022,1681ZX,4.746634344
13-09-2022,1678ZX,0.949447327
04-11-2022,1672XX,5.198641064
30-09-2022,1584YX,0.324662957
25-04-2022,1582ZX,2.2896246
30-03-2022,1571XX,3.787437842
25-02-2022,1488ZX,7.661797883
14-06-2022,1468XX,8.897791084
30-09-2022,1434YX,3.928469025
11-11-2022,1420ZX,6.83969995
31-05-2022,1403ZX,1.279344501
17-10-2022,1390YX,2.449860917
22-02-2022,1374ZX,6.338865044
19-06-2022,1373YX,4.387752043
24-06-2022,1367ZX,0.586088133
31-07-2022,1326XX,8.428377097
26-05-2022,1325XX,9.857938592
29-09-2022,1321YX,1.935723822
30-07-2022,1317YX,6.184179433
16-05-2022,1315YX,5.788712404
16-02-2022,1308YX,2.89739036
30-06-2022,1296ZX,5.822753767
06-05-2022,1295ZX,0.204774841
25-09-2022,1283ZX,1.053880719
25-04-2022,1281YX,0.358479641
31-01-2022,1244XX,3715.133238
05-08-2022,1206YX,61.02374801
02-02-2022,1196XX,0.492092098
04-03-2022,3271ZX,0.056870764
02-05-2022,3264ZX,0.474115508
13-06-2022,3249ZX,1.635337256
11-03-2022,3239XX,7.127738582
23-05-2022,3205XX,0.323284762
27-04-2022,3180YX,2.736271111
27-07-2022,3178ZX,0.221205524
25-06-2022,3271ZX,0.472556329
05-06-2022,3264ZX,1.980719745
10-02-2022,3249ZX,8.833302181
16-04-2022,3239XX,2.102104648
20-04-2022,3205XX,0.980847551
19-02-2022,3180YX,5.003334465
14-11-2022,3178ZX,0.806654678
07-11-2022,3126YX,6.843970399
14-03-2022,3098XX,7.967823558
27-09-2022,3075YX,2.303677455
20-08-2022,3038YX,0.722645228
04-08-2022,3016YX,1.389259357
04-03-2022,3007ZX,0.223458314
12-11-2022,3006ZX,9.534433184
11-05-2022,2573ZX,30.55416395
15-10-2022,2565ZX,127.5084095
26-05-2022,2548ZX,6.079889092
